Gene ID,Symbol,Name
2788,GNG7,"guanine nucleotide binding protein (G protein), gamma 7"
2790,GNG10,"guanine nucleotide binding protein (G protein), gamma 10"
4838,NODAL,nodal growth differentiation factor
2792,GNGT1,"guanine nucleotide binding protein (G protein), gamma transducing activity polypeptide 1"
2793,GNGT2,"guanine nucleotide binding protein (G protein), gamma transducing activity polypeptide 2"
4842,NOS1,nitric oxide synthase 1 (neuronal)
8938,BAIAP3,BAI1-associated protein 3
747,DAGLA,"diacylglycerol lipase, alpha"
4843,NOS2,"nitric oxide synthase 2, inducible"
2796,GNRH1,gonadotropin-releasing hormone 1 (luteinizing-releasing hormone)
8943,AP3D1,"adaptor-related protein complex 3, delta 1 subunit"
4852,NPY,neuropeptide Y
6900,CNTN2,contactin 2 (axonal)
23287,AGTPBP1,ATP/GTP binding protein 1
760,CA2,carbonic anhydrase II
4857,NOVA1,neuro-oncological ventral antigen 1
6910,TBX5,T-box 5
766,CA7,carbonic anhydrase VII
221955,DAGLB,"diacylglycerol lipase, beta"
773,CACNA1A,"calcium channel, voltage-dependent, P/Q type, alpha 1A subunit"
2822,GPLD1,glycosylphosphatidylinositol specific phospholipase D1
774,CACNA1B,"calcium channel, voltage-dependent, N type, alpha 1B subunit"
775,CACNA1C,"calcium channel, voltage-dependent, L type, alpha 1C subunit"
776,CACNA1D,"calcium channel, voltage-dependent, L type, alpha 1D subunit"
152330,CNTN4,contactin 4
2824,GPM6B,glycoprotein M6B
777,CACNA1E,"calcium channel, voltage-dependent, R type, alpha 1E subunit"
11018,TMED1,transmembrane emp24 protein transport domain containing 1
8973,CHRNA6,"cholinergic receptor, nicotinic, alpha 6 (neuronal)"
6926,TBX3,T-box 3
2831,NPBWR1,neuropeptides B/W receptor 1
6927,HNF1A,HNF1 homeobox A
783,CACNB2,"calcium channel, voltage-dependent, beta 2 subunit"
784,CACNB3,"calcium channel, voltage-dependent, beta 3 subunit"
6928,HNF1B,HNF1 homeobox B
785,CACNB4,"calcium channel, voltage-dependent, beta 4 subunit"
4884,NPTX1,neuronal pentraxin I
23316,CUX2,cut-like homeobox 2
4885,NPTX2,neuronal pentraxin II
4886,NPY1R,neuropeptide Y receptor Y1
6934,TCF7L2,"transcription factor 7-like 2 (T-cell specific, HMG-box)"
4887,NPY2R,neuropeptide Y receptor Y2
793,CALB1,"calbindin 1, 28kDa"
4889,NPY5R,neuropeptide Y receptor Y5
796,CALCA,calcitonin-related polypeptide alpha
64284,RAB17,"RAB17, member RAS oncogene family"
4893,NRAS,neuroblastoma RAS viral (v-ras) oncogene homolog
8995,TNFSF18,"tumor necrosis factor (ligand) superfamily, member 18"
2852,GPER1,G protein-coupled estrogen receptor 1
808,CALM3,"calmodulin 3 (phosphorylase kinase, delta)"
4905,NSF,N-ethylmaleimide-sensitive factor
9001,HAP1,huntingtin-associated protein 1
4908,NTF3,neurotrophin 3
814,CAMK4,calcium/calmodulin-dependent protein kinase IV
815,CAMK2A,calcium/calmodulin-dependent protein kinase II alpha
2863,GPR39,G protein-coupled receptor 39
816,CAMK2B,calcium/calmodulin-dependent protein kinase II beta
389941,C1QL3,"complement component 1, q subcomponent-like 3"
2864,FFAR1,free fatty acid receptor 1
817,CAMK2D,calcium/calmodulin-dependent protein kinase II delta
2865,FFAR3,free fatty acid receptor 3
348980,HCN1,hyperpolarization activated cyclic nucleotide gated potassium channel 1
4914,NTRK1,"neurotrophic tyrosine kinase, receptor, type 1"
818,CAMK2G,calcium/calmodulin-dependent protein kinase II gamma
4915,NTRK2,"neurotrophic tyrosine kinase, receptor, type 2"
2867,FFAR2,free fatty acid receptor 2
27445,PCLO,piccolo presynaptic cytomatrix protein
821,CANX,calnexin
56122,PCDHB14,protocadherin beta 14
4923,NTSR1,neurotensin receptor 1 (high affinity)
9019,MPZL1,myelin protein zero-like 1
56123,PCDHB13,protocadherin beta 13
56125,PCDHB11,protocadherin beta 11
11069,RAPGEF4,Rap guanine nucleotide exchange factor (GEF) 4
56126,PCDHB10,protocadherin beta 10
56127,PCDHB9,protocadherin beta 9
9024,BRSK2,BR serine/threonine kinase 2
56128,PCDHB8,protocadherin beta 8
56130,PCDHB6,protocadherin beta 6
56131,PCDHB4,protocadherin beta 4
56132,PCDHB3,protocadherin beta 3
2885,GRB2,growth factor receptor-bound protein 2
56133,PCDHB2,protocadherin beta 2
4935,GPR143,G protein-coupled receptor 143
2890,GRIA1,"glutamate receptor, ionotropic, AMPA 1"
2891,GRIA2,"glutamate receptor, ionotropic, AMPA 2"
2892,GRIA3,"glutamate receptor, ionotropic, AMPA 3"
845,CASQ2,calsequestrin 2 (cardiac muscle)
2893,GRIA4,"glutamate receptor, ionotropic, AMPA 4"
9037,SEMA5A,"sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A"
846,CASR,calcium-sensing receptor
2894,GRID1,"glutamate receptor, ionotropic, delta 1"
9038,TAAR5,trace amine associated receptor 5
2895,GRID2,"glutamate receptor, ionotropic, delta 2"
2896,GRN,granulin
2897,GRIK1,"glutamate receptor, ionotropic, kainate 1"
54097,FAM3B,"family with sequence similarity 3, member B"
2898,GRIK2,"glutamate receptor, ionotropic, kainate 2"
2899,GRIK3,"glutamate receptor, ionotropic, kainate 3"
2900,GRIK4,"glutamate receptor, ionotropic, kainate 4"
2901,GRIK5,"glutamate receptor, ionotropic, kainate 5"
2902,GRIN1,"glutamate receptor, ionotropic, N-methyl D-aspartate 1"
11094,CACFD1,calcium channel flower domain containing 1
2903,GRIN2A,"glutamate receptor, ionotropic, N-methyl D-aspartate 2A"
127833,SYT2,synaptotagmin II
2904,GRIN2B,"glutamate receptor, ionotropic, N-methyl D-aspartate 2B"
2905,GRIN2C,"glutamate receptor, ionotropic, N-methyl D-aspartate 2C"
858,CAV2,caveolin 2
2906,GRIN2D,"glutamate receptor, ionotropic, N-methyl D-aspartate 2D"
2908,NR3C1,"nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)"
861,RUNX1,runt-related transcription factor 1
2911,GRM1,"glutamate receptor, metabotropic 1"
2912,GRM2,"glutamate receptor, metabotropic 2"
170850,KCNG3,"potassium channel, voltage gated modifier subfamily G, member 3"
80736,SLC44A4,"solute carrier family 44, member 4"
2913,GRM3,"glutamate receptor, metabotropic 3"
7010,TEK,"TEK tyrosine kinase, endothelial"
2914,GRM4,"glutamate receptor, metabotropic 4"
23394,ADNP,activity-dependent neuroprotector homeobox
2915,GRM5,"glutamate receptor, metabotropic 5"
2916,GRM6,"glutamate receptor, metabotropic 6"
23396,PIP5K1C,"phosphatidylinositol-4-phosphate 5-kinase, type I, gamma"
2917,GRM7,"glutamate receptor, metabotropic 7"
869,CBLN1,cerebellin 1 precursor
2918,GRM8,"glutamate receptor, metabotropic 8"
9066,SYT7,synaptotagmin VII
7020,TFAP2A,transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)
2925,GRPR,gastrin-releasing peptide receptor
7021,TFAP2B,transcription factor AP-2 beta (activating enhancer binding protein 2 beta)
7022,TFAP2C,transcription factor AP-2 gamma (activating enhancer binding protein 2 gamma)
4975,OMP,olfactory marker protein
23409,SIRT4,sirtuin 4
2932,GSK3B,glycogen synthase kinase 3 beta
23413,NCS1,neuronal calcium sensor 1
886,CCKAR,cholecystokinin A receptor
887,CCKBR,cholecystokinin B receptor
4983,OPHN1,oligophrenin 1
23415,KCNH4,"potassium channel, voltage gated eag related subfamily H, member 4"
23416,KCNH3,"potassium channel, voltage gated eag related subfamily H, member 3"
23418,CRB1,"crumbs family member 1, photoreceptor morphogenesis associated"
4986,OPRK1,"opioid receptor, kappa 1"
4988,OPRM1,"opioid receptor, mu 1"
11132,CAPN10,calpain 10
7042,TGFB2,"transforming growth factor, beta 2"
23426,GRIP1,glutamate receptor interacting protein 1
729993,SHISA9,shisa family member 9
9094,UNC119,unc-119 homolog (C. elegans)
9097,USP14,ubiquitin specific peptidase 14 (tRNA-guanine transglycosylase)
7054,TH,tyrosine hydroxylase
5008,OSM,oncostatin M
7058,THBS2,thrombospondin 2
5019,OXCT1,3-oxoacid CoA transferase 1
5020,OXT,oxytocin/neurophysin I prepropeptide
11165,NUDT3,nudix (nucleoside diphosphate linked moiety X)-type motif 3
5021,OXTR,oxytocin receptor
5023,P2RX1,"purinergic receptor P2X, ligand gated ion channel, 1"
7071,KLF10,Kruppel-like factor 10
5024,P2RX3,"purinergic receptor P2X, ligand gated ion channel, 3"
594857,NPS,neuropeptide S
5025,P2RX4,"purinergic receptor P2X, ligand gated ion channel, 4"
84896,ATAD1,"ATPase family, AAA domain containing 1"
5027,P2RX7,"purinergic receptor P2X, ligand gated ion channel, 7"
2979,GUCA1B,guanylate cyclase activator 1B (retina)
5028,P2RY1,"purinergic receptor P2Y, G-protein coupled, 1"
5032,P2RY11,"purinergic receptor P2Y, G-protein coupled, 11"
7080,NKX2-1,NK2 homeobox 1
220074,LRTOMT,leucine rich transmembrane and O-methyltransferase domain containing
7082,TJP1,tight junction protein 1
11178,LZTS1,"leucine zipper, putative tumor suppressor 1"
9132,KCNQ4,"potassium channel, voltage gated KQT-like subfamily Q, member 4"
941,CD80,CD80 molecule
5037,PEBP1,phosphatidylethanolamine binding protein 1
942,CD86,CD86 molecule
594855,CPLX3,complexin 3
944,TNFSF8,"tumor necrosis factor (ligand) superfamily, member 8"
945,CD33,CD33 molecule
93107,KCNG4,"potassium channel, voltage gated modifier subfamily G, member 4"
946,SIGLEC6,sialic acid binding Ig-like lectin 6
947,CD34,CD34 molecule
11188,NISCH,nischarin
23478,SEC11A,SEC11 homolog A (S. cerevisiae)
80823,BHLHB9,"basic helix-loop-helix domain containing, class B, 9"
952,CD38,CD38 molecule
5048,PAFAH1B1,"platelet-activating factor acetylhydrolase 1b, regulatory subunit 1 (45kDa)"
9145,SYNGR1,synaptogyrin 1
9148,NEURL1,neuralized E3 ubiquitin protein ligase 1
5053,PAH,phenylalanine hydroxylase
7101,NR2E1,"nuclear receptor subfamily 2, group E, member 1"
54207,KCNK10,"potassium channel, two pore domain subfamily K, member 10"
9152,SLC6A5,"solute carrier family 6 (neurotransmitter transporter), member 5"
11202,KLK8,kallikrein-related peptidase 8
7110,TMF1,TATA element modulatory factor 1
970,CD70,CD70 molecule
5071,PARK2,parkin RBR E3 ubiquitin protein ligase
976,ADGRE5,adhesion G protein-coupled receptor E5
7124,TNF,tumor necrosis factor
80852,GRIP2,glutamate receptor interacting protein 2
5080,PAX6,paired box 6
349149,GJC3,"gap junction protein, gamma 3, 30.2kDa"
3033,HADH,hydroxyacyl-CoA dehydrogenase
9177,HTR3B,"5-hydroxytryptamine (serotonin) receptor 3B, ionotropic"
23513,SCRIB,scribbled planar cell polarity protein
7130,TNFAIP6,"tumor necrosis factor, alpha-induced protein 6"
991,CDC20,cell division cycle 20
998,CDC42,cell division cycle 42
7143,TNR,tenascin R
23529,CLCF1,cardiotrophin-like cytokine factor 1
5097,PCDH1,protocadherin 1
375790,AGRN,agrin
5100,PCDH8,protocadherin 8
9196,KCNAB3,"potassium channel, voltage gated subfamily A regulatory beta subunit 3"
56300,IL36G,"interleukin 36, gamma"
11245,GPR176,G protein-coupled receptor 176
1006,CDH8,"cadherin 8, type 2"
5106,PCK2,phosphoenolpyruvate carboxykinase 2 (mitochondrial)
3060,HCRT,hypocretin (orexin) neuropeptide precursor
3061,HCRTR1,hypocretin (orexin) receptor 1
23542,MAPK8IP2,mitogen-activated protein kinase 8 interacting protein 2
3062,HCRTR2,hypocretin (orexin) receptor 2
11255,HRH3,histamine receptor H3
3064,HTT,huntingtin
64506,CPEB1,cytoplasmic polyadenylation element binding protein 1
9211,LGI1,"leucine-rich, glioma inactivated 1"
1020,CDK5,cyclin-dependent kinase 5
60412,EXOC4,exocyst complex component 4
23551,RASD2,"RASD family, member 2"
5122,PCSK1,proprotein convertase subtilisin/kexin type 1
5125,PCSK5,proprotein convertase subtilisin/kexin type 5
23557,SNAPIN,SNAP-associated protein
5127,CDK16,cyclin-dependent kinase 16
3082,HGF,hepatocyte growth factor (hepapoietin A; scatter factor)
3084,NRG1,neuregulin 1
9228,DLGAP2,"discs, large (Drosophila) homolog-associated protein 2"
9229,DLGAP1,"discs, large (Drosophila) homolog-associated protein 1"
9230,RAB11B,"RAB11B, member RAS oncogene family"
23566,LPAR3,lysophosphatidic acid receptor 3
5137,PDE1C,"phosphodiesterase 1C, calmodulin-dependent 70kDa"
3091,HIF1A,"hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)"
5140,PDE3B,"phosphodiesterase 3B, cGMP-inhibited"
5143,PDE4C,"phosphodiesterase 4C, cAMP-specific"
7200,TRH,thyrotropin-releasing hormone
9248,GPR50,G protein-coupled receptor 50
5153,PDE1B,"phosphodiesterase 1B, calmodulin-dependent"
5154,PDGFA,platelet-derived growth factor alpha polypeptide
5155,PDGFB,platelet-derived growth factor beta polypeptide
9254,CACNA2D2,"calcium channel, voltage-dependent, alpha 2/delta subunit 2"
9255,AIMP1,aminoacyl tRNA synthetase complex-interacting multifunctional protein 1
5170,PDPK1,3-phosphoinositide dependent protein kinase 1
3123,HLA-DRB1,"major histocompatibility complex, class II, DR beta 1"
11315,PARK7,parkinson protein 7
3125,HLA-DRB3,"major histocompatibility complex, class II, DR beta 3"
5173,PDYN,prodynorphin
3126,HLA-DRB4,"major histocompatibility complex, class II, DR beta 4"
3127,HLA-DRB5,"major histocompatibility complex, class II, DR beta 5"
1081,CGA,"glycoprotein hormones, alpha polypeptide"
1082,CGB,"chorionic gonadotropin, beta polypeptide"
54331,GNG2,"guanine nucleotide binding protein (G protein), gamma 2"
169026,SLC30A8,"solute carrier family 30 (zinc transporter), member 8"
60482,SLC5A7,"solute carrier family 5 (sodium/choline cotransporter), member 7"
23620,NTSR2,neurotensin receptor 2
11334,TUSC2,tumor suppressor candidate 2
29767,TMOD2,tropomodulin 2 (neuronal)
11337,GABARAP,GABA(A) receptor-associated protein
9289,ADGRG1,adhesion G protein-coupled receptor G1
9294,S1PR2,sphingosine-1-phosphate receptor 2
23630,KCNE5,"potassium channel, voltage gated subfamily E regulatory beta subunit 5"
11343,MGLL,monoglyceride lipase
1103,CHAT,choline O-acetyltransferase
3156,HMGCR,3-hydroxy-3-methylglutaryl-CoA reductase
7252,TSHB,"thyroid stimulating hormone, beta"
7253,TSHR,thyroid stimulating hormone receptor
5208,PFKFB2,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2"
54361,WNT4,"wingless-type MMTV integration site family, member 4"
5211,PFKL,"phosphofructokinase, liver"
5213,PFKM,"phosphofructokinase, muscle"
9312,KCNB2,"potassium channel, voltage gated Shab related subfamily B, member 2"
3169,FOXA1,forkhead box A1
5217,PFN2,profilin 2
3170,FOXA2,forkhead box A2
3172,HNF4A,"hepatocyte nuclear factor 4, alpha"
1128,CHRM1,"cholinergic receptor, muscarinic 1"
3176,HNMT,histamine N-methyltransferase
1129,CHRM2,"cholinergic receptor, muscarinic 2"
1131,CHRM3,"cholinergic receptor, muscarinic 3"
5228,PGF,placental growth factor
9324,HMGN3,high mobility group nucleosomal binding domain 3
1132,CHRM4,"cholinergic receptor, muscarinic 4"
1133,CHRM5,"cholinergic receptor, muscarinic 5"
1134,CHRNA1,"cholinergic receptor, nicotinic, alpha 1 (muscle)"
1135,CHRNA2,"cholinergic receptor, nicotinic, alpha 2 (neuronal)"
1136,CHRNA3,"cholinergic receptor, nicotinic, alpha 3 (neuronal)"
1137,CHRNA4,"cholinergic receptor, nicotinic, alpha 4 (neuronal)"
1138,CHRNA5,"cholinergic receptor, nicotinic, alpha 5 (neuronal)"
1139,CHRNA7,"cholinergic receptor, nicotinic, alpha 7 (neuronal)"
1140,CHRNB1,"cholinergic receptor, nicotinic, beta 1 (muscle)"
1141,CHRNB2,"cholinergic receptor, nicotinic, beta 2 (neuronal)"
1142,CHRNB3,"cholinergic receptor, nicotinic, beta 3 (neuronal)"
1143,CHRNB4,"cholinergic receptor, nicotinic, beta 4 (neuronal)"
1144,CHRND,"cholinergic receptor, nicotinic, delta (muscle)"
5241,PGR,progesterone receptor
23673,STX12,syntaxin 12
1145,CHRNE,"cholinergic receptor, nicotinic, epsilon (muscle)"
1146,CHRNG,"cholinergic receptor, nicotinic, gamma (muscle)"
9341,VAMP3,vesicle-associated membrane protein 3
7295,TXN,thioredoxin
3202,HOXA5,homeobox A5
5251,PHEX,"phosphate regulating endopeptidase homolog, X-linked"
81029,WNT5B,"wingless-type MMTV integration site family, member 5B"
3207,HOXA11,homeobox A11
54407,SLC38A2,"solute carrier family 38, member 2"
81033,KCNH6,"potassium channel, voltage gated eag related subfamily H, member 6"
54413,NLGN3,neuroligin 3
60559,SPCS3,signal peptidase complex subunit 3 homolog (S. cerevisiae)
58512,DLGAP3,"discs, large (Drosophila) homolog-associated protein 3"
158866,ZDHHC15,"zinc finger, DHHC-type containing 15"
9362,CPNE6,copine VI (neuronal)
1173,AP2M1,"adaptor-related protein complex 2, mu 1 subunit"
5270,SERPINE2,"serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 2"
1175,AP2S1,"adaptor-related protein complex 2, sigma 1 subunit"
1176,AP3S1,"adaptor-related protein complex 3, sigma 1 subunit"
9369,NRXN3,neurexin 3
9370,ADIPOQ,"adiponectin, C1Q and collagen domain containing"
3227,HOXC11,homeobox C11
56479,KCNQ5,"potassium channel, voltage gated KQT-like subfamily Q, member 5"
9378,NRXN1,neurexin 1
9379,NRXN2,neurexin 2
9381,OTOF,otoferlin
3237,HOXD11,homeobox D11
7336,UBE2V2,ubiquitin-conjugating enzyme E2 variant 2
25769,SLC24A2,"solute carrier family 24 (sodium/potassium/calcium exchanger), member 2"
1201,CLN3,"ceroid-lipofuscinosis, neuronal 3"
7349,UCN,urocortin
7351,UCP2,"uncoupling protein 2 (mitochondrial, proton carrier)"
29882,ANAPC2,anaphase promoting complex subunit 2
9402,GRAP2,GRB2-related adaptor protein 2
3265,HRAS,Harvey rat sarcoma viral oncogene homolog
3269,HRH1,histamine receptor H1
5318,PKP2,plakophilin 2
54472,TOLLIP,toll interacting protein
3274,HRH2,histamine receptor H2
283849,EXOC3L1,exocyst complex component 3-like 1
1230,CCR1,chemokine (C-C motif) receptor 1
5327,PLAT,"plasminogen activator, tissue"
3280,HES1,hes family bHLH transcription factor 1
9424,KCNK6,"potassium channel, two pore domain subfamily K, member 6"
1234,CCR5,chemokine (C-C motif) receptor 5 (gene/pseudogene)
5330,PLCB2,"phospholipase C, beta 2"
5331,PLCB3,"phospholipase C, beta 3 (phosphatidylinositol-specific)"
5334,PLCL1,phospholipase C-like 1
353500,BMP8A,bone morphogenetic protein 8a
29923,HILPDA,hypoxia inducible lipid droplet-associated
9448,MAP4K4,mitogen-activated protein kinase kinase kinase kinase 4
5354,PLP1,proteolipid protein 1
9451,EIF2AK3,eukaryotic translation initiation factor 2-alpha kinase 3
3312,HSPA8,heat shock 70kDa protein 8
9456,HOMER1,homer scaffolding protein 1
1267,CNP,"2',3'-cyclic nucleotide 3' phosphodiesterase"
1268,CNR1,cannabinoid receptor 1 (brain)
1269,CNR2,cannabinoid receptor 2 (macrophage)
1270,CNTF,ciliary neurotrophic factor
5367,PMCH,pro-melanin-concentrating hormone
9463,PICK1,protein interacting with PRKCA 1
5368,PNOC,prepronociceptin
7416,VDAC1,voltage-dependent anion channel 1
5370,PMCHL2,"pro-melanin-concentrating hormone-like 2, pseudogene"
7419,VDAC3,voltage-dependent anion channel 3
5376,PMP22,peripheral myelin protein 22
7425,VGF,VGF nerve growth factor inducible
29953,TRHDE,thyrotropin-releasing hormone degrading enzyme
7433,VIPR1,vasoactive intestinal peptide receptor 1
7434,VIPR2,vasoactive intestinal peptide receptor 2
3350,HTR1A,"5-hydroxytryptamine (serotonin) receptor 1A, G protein-coupled"
3351,HTR1B,"5-hydroxytryptamine (serotonin) receptor 1B, G protein-coupled"
9495,AKAP5,A kinase (PRKA) anchor protein 5
3352,HTR1D,"5-hydroxytryptamine (serotonin) receptor 1D, G protein-coupled"
3354,HTR1E,"5-hydroxytryptamine (serotonin) receptor 1E, G protein-coupled"
3355,HTR1F,"5-hydroxytryptamine (serotonin) receptor 1F, G protein-coupled"
3356,HTR2A,"5-hydroxytryptamine (serotonin) receptor 2A, G protein-coupled"
3358,HTR2C,"5-hydroxytryptamine (serotonin) receptor 2C, G protein-coupled"
3359,HTR3A,"5-hydroxytryptamine (serotonin) receptor 3A, ionotropic"
1312,COMT,catechol-O-methyltransferase
3360,HTR4,"5-hydroxytryptamine (serotonin) receptor 4, G protein-coupled"
3362,HTR6,"5-hydroxytryptamine (serotonin) receptor 6, G protein-coupled"
3363,HTR7,"5-hydroxytryptamine (serotonin) receptor 7, adenylate cyclase-coupled"
5413,SEPT5,septin 5
29993,PACSIN1,protein kinase C and casein kinase substrate in neurons 1
3371,TNC,tenascin C
9515,STXBP5L,syntaxin binding protein 5-like
1325,CORT,cortistatin
9518,GDF15,growth differentiation factor 15
3375,IAPP,islet amyloid polypeptide
7471,WNT1,"wingless-type MMTV integration site family, member 1"
7472,WNT2,wingless-type MMTV integration site family member 2
7473,WNT3,"wingless-type MMTV integration site family, member 3"
7474,WNT5A,"wingless-type MMTV integration site family, member 5A"
7475,WNT6,"wingless-type MMTV integration site family, member 6"
7476,WNT7A,"wingless-type MMTV integration site family, member 7A"
7477,WNT7B,"wingless-type MMTV integration site family, member 7B"
3382,ICA1,"islet cell autoantigen 1, 69kDa"
7479,WNT8B,"wingless-type MMTV integration site family, member 8B"
7480,WNT10B,"wingless-type MMTV integration site family, member 10B"
50488,MINK1,misshapen-like kinase 1
7481,WNT11,"wingless-type MMTV integration site family, member 11"
7482,WNT2B,"wingless-type MMTV integration site family, member 2B"
7483,WNT9A,"wingless-type MMTV integration site family, member 9A"
30011,SH3KBP1,SH3-domain kinase binding protein 1
140606,SELM,selenoprotein M
7484,WNT9B,"wingless-type MMTV integration site family, member 9B"
5443,POMC,proopiomelanocortin
25924,MYRIP,myosin VIIA and Rab interacting protein
7494,XBP1,X-box binding protein 1
9546,APBA3,"amyloid beta (A4) precursor protein-binding, family A, member 3"
5451,POU2F1,POU class 2 homeobox 1
9547,CXCL14,chemokine (C-X-C motif) ligand 14
222546,RFX6,"regulatory factor X, 6"
56659,KCNK13,"potassium channel, two pore domain subfamily K, member 13"
5460,POU5F1,POU class 5 homeobox 1
64854,USP46,ubiquitin specific peptidase 46
56666,PANX2,pannexin 2
5467,PPARD,peroxisome proliferator-activated receptor delta
5468,PPARG,peroxisome proliferator-activated receptor gamma
1374,CPT1A,carnitine palmitoyltransferase 1A (liver)
130399,ACVR1C,"activin A receptor, type IC"
9568,GABBR2,"gamma-aminobutyric acid (GABA) B receptor, 2"
25953,PNKD,paroxysmal nonkinesigenic dyskinesia
339302,CPLX4,complexin 4
9572,NR1D1,"nuclear receptor subfamily 1, group D, member 1"
9575,CLOCK,clock circadian regulator
1385,CREB1,cAMP responsive element binding protein 1
7532,YWHAG,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, gamma"
7533,YWHAH,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, eta"
7534,YWHAZ,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta"
85358,SHANK3,SH3 and multiple ankyrin repeat domains 3
3440,IFNA2,"interferon, alpha 2"
1392,CRH,corticotropin releasing hormone
1393,CRHBP,corticotropin releasing hormone binding protein
85360,SYDE1,"synapse defective 1, Rho GTPase, homolog 1 (C. elegans)"
1394,CRHR1,corticotropin releasing hormone receptor 1
1395,CRHR2,corticotropin releasing hormone receptor 2
124274,GPR139,G protein-coupled receptor 139
3444,IFNA7,"interferon, alpha 7"
85366,MYLK2,myosin light chain kinase 2
1407,CRY1,cryptochrome circadian clock 1
1408,CRY2,cryptochrome circadian clock 2
3458,IFNG,"interferon, gamma"
140679,SLC32A1,"solute carrier family 32 (GABA vesicular transporter), member 1"
9607,CARTPT,CART prepropeptide
415116,PIM3,"Pim-3 proto-oncogene, serine/threonine kinase"
9610,RIN1,Ras and Rab interactor 1
9620,CELSR1,"cadherin, EGF LAG seven-pass G-type receptor 1"
56729,RETN,resistin
5530,PPP3CA,"protein phosphatase 3, catalytic subunit, alpha isozyme"
9627,SNCAIP,"synuclein, alpha interacting protein"
5532,PPP3CB,"protein phosphatase 3, catalytic subunit, beta isozyme"
26012,NSMF,NMDA receptor synaptonuclear signaling and neuronal migration factor
9631,NUP155,nucleoporin 155kDa
5538,PPT1,palmitoyl-protein thioesterase 1
114088,TRIM9,tripartite motif containing 9
26037,SIPA1L1,signal-induced proliferation-associated 1 like 1
1463,NCAN,neurocan
50616,IL22,interleukin 22
140730,RIMS4,regulating synaptic membrane exocytosis 4
3516,RBPJ,recombination signal binding protein for immunoglobulin kappa J region
26045,LRRTM2,leucine rich repeat transmembrane neuronal 2
5566,PRKACA,"protein kinase, cAMP-dependent, catalytic, alpha"
85439,STON2,stonin 2
5567,PRKACB,"protein kinase, cAMP-dependent, catalytic, beta"
5568,PRKACG,"protein kinase, cAMP-dependent, catalytic, gamma"
26050,SLITRK5,"SLIT and NTRK-like family, member 5"
85445,CNTNAP4,contactin associated protein-like 4
5573,PRKAR1A,"protein kinase, cAMP-dependent, regulatory, type I, alpha"
5575,PRKAR1B,"protein kinase, cAMP-dependent, regulatory, type I, beta"
26056,RAB11FIP5,RAB11 family interacting protein 5 (class I)
5576,PRKAR2A,"protein kinase, cAMP-dependent, regulatory, type II, alpha"
5577,PRKAR2B,"protein kinase, cAMP-dependent, regulatory, type II, beta"
5578,PRKCA,"protein kinase C, alpha"
5579,PRKCB,"protein kinase C, beta"
5581,PRKCE,"protein kinase C, epsilon"
388552,BLOC1S3,"biogenesis of lysosomal organelles complex-1, subunit 3"
5582,PRKCG,"protein kinase C, gamma"
1489,CTF1,cardiotrophin 1
114131,UCN3,urocortin 3
5590,PRKCZ,"protein kinase C, zeta"
1496,CTNNA2,"catenin (cadherin-associated protein), alpha 2"
91608,RASL10B,"RAS-like, family 10, member B"
5594,MAPK1,mitogen-activated protein kinase 1
1499,CTNNB1,"catenin (cadherin-associated protein), beta 1, 88kDa"
1501,CTNND2,"catenin (cadherin-associated protein), delta 2"
3549,IHH,indian hedgehog
9693,RAPGEF2,Rap guanine nucleotide exchange factor (GEF) 2
3550,IK,"IK cytokine, down-regulator of HLA II"
388581,FAM132A,"family with sequence similarity 132, member A"
3553,IL1B,"interleukin 1, beta"
93664,CADPS2,Ca++-dependent secretion activator 2
9699,RIMS2,regulating synaptic membrane exocytosis 2
3557,IL1RN,interleukin 1 receptor antagonist
3558,IL2,interleukin 2
3562,IL3,interleukin 3
3569,IL6,interleukin 6
3574,IL7,interleukin 7
9718,ECE2,endothelin converting enzyme 2
65018,PINK1,PTEN induced putative kinase 1
153090,DAB2IP,DAB2 interacting protein
3586,IL10,interleukin 10
3589,IL11,interleukin 11
79368,FCRL2,Fc receptor-like 2
3596,IL13,interleukin 13
3600,IL15,interleukin 15
5649,RELN,reelin
9746,CLSTN3,calsyntenin 3
3605,IL17A,interleukin 17A
56853,CELF4,"CUGBP, Elav-like family member 4"
3606,IL18,interleukin 18
9751,SNPH,syntaphilin
9758,FRMPD4,FERM and PDZ domain containing 4
5663,PSEN1,presenilin 1
5664,PSEN2,presenilin 2
3623,INHA,"inhibin, alpha"
3624,INHBA,"inhibin, beta A"
3625,INHBB,"inhibin, beta B"
3627,CXCL10,chemokine (C-X-C motif) ligand 10
3630,INS,insulin
169522,KCNV2,"potassium channel, voltage gated modifier subfamily V, member 2"
1588,CYP19A1,"cytochrome P450, family 19, subfamily A, polypeptide 1"
26167,PCDHB5,protocadherin beta 5
