Gene ID,Symbol,Name
7074,TIAM1,T-cell lymphoma invasion and metastasis 1
1956,EGFR,epidermal growth factor receptor
1959,EGR2,early growth response 2
7080,NKX2-1,NK2 homeobox 1
4009,LMX1A,"LIM homeobox transcription factor 1, alpha"
79784,MYH14,"myosin, heavy chain 14, non-muscle"
10154,PLXNC1,plexin C1
9138,ARHGEF1,Rho guanine nucleotide exchange factor (GEF) 1
7094,TLN1,talin 1
5048,PAFAH1B1,"platelet-activating factor acetylhydrolase 1b, regulatory subunit 1 (45kDa)"
7101,NR2E1,"nuclear receptor subfamily 2, group E, member 1"
8128,ST8SIA2,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2"
54209,TREM2,triggering receptor expressed on myeloid cells 2
5058,PAK1,p21 protein (Cdc42/Rac)-activated kinase 1
11202,KLK8,kallikrein-related peptidase 8
150465,TTL,tubulin tyrosine ligase
5062,PAK2,p21 protein (Cdc42/Rac)-activated kinase 2
4038,LRP4,low density lipoprotein receptor-related protein 4
5063,PAK3,p21 protein (Cdc42/Rac)-activated kinase 3
971,CD72,CD72 molecule
6091,ROBO1,"roundabout, axon guidance receptor, homolog 1 (Drosophila)"
6092,ROBO2,"roundabout, axon guidance receptor, homolog 2 (Drosophila)"
6093,ROCK1,"Rho-associated, coiled-coil containing protein kinase 1"
285643,KIF4B,kinesin family member 4B
5076,PAX2,paired box 2
983,CDK1,cyclin-dependent kinase 1
5080,PAX6,paired box 6
8153,RND2,Rho family GTPase 2
2011,MARK2,MAP/microtubule affinity-regulating kinase 2
56288,PARD3,par-3 family cell polarity regulator
10211,FLOT1,flotillin 1
998,CDC42,cell division cycle 42
7143,TNR,tenascin R
1000,CDH2,"cadherin 2, type 1, N-cadherin (neuronal)"
1002,CDH4,"cadherin 4, type 1, R-cadherin (retinal)"
375790,AGRN,agrin
1009,CDH11,"cadherin 11, type 2, OB-cadherin (osteoblast)"
9201,DCLK1,doublecortin-like kinase 1
2033,EP300,E1A binding protein p300
7155,TOP2B,topoisomerase (DNA) II beta 180kDa
4089,SMAD4,SMAD family member 4
2042,EPHA3,EPH receptor A3
2043,EPHA4,EPH receptor A4
9211,LGI1,"leucine-rich, glioma inactivated 1"
1020,CDK5,cyclin-dependent kinase 5
2044,EPHA5,EPH receptor A5
2045,EPHA7,EPH receptor A7
2046,EPHA8,EPH receptor A8
2047,EPHB1,EPH receptor B1
