Gene ID,Symbol,Name
6935,ZEB1,zinc finger E-box binding homeobox 1
6938,TCF12,transcription factor 12
8986,RPS6KA4,"ribosomal protein S6 kinase, 90kDa, polypeptide 4"
117531,TMC1,transmembrane channel-like 1
4891,SLC11A2,"solute carrier family 11 (proton-coupled divalent metal ion transporter), member 2"
64283,ARHGEF28,Rho guanine nucleotide exchange factor (GEF) 28
64284,RAB17,"RAB17, member RAS oncogene family"
4893,NRAS,neuroblastoma RAS viral (v-ras) oncogene homolog
4897,NRCAM,neuronal cell adhesion molecule
11041,B4GAT1,"beta-1,4-glucuronyltransferase 1"
23332,CLASP1,cytoplasmic linker associated protein 1
4901,NRL,neural retina leucine zipper
27429,HTRA2,HtrA serine peptidase 2
8997,KALRN,"kalirin, RhoGEF kinase"
4902,NRTN,neurturin
23334,SZT2,seizure threshold 2 homolog (mouse)
9001,HAP1,huntingtin-associated protein 1
121643,FOXN4,forkhead box N4
811,CALR,calreticulin
4908,NTF3,neurotrophin 3
4909,NTF4,neurotrophin 4
58158,NEUROD4,neuronal differentiation 4
816,CAMK2B,calcium/calmodulin-dependent protein kinase II beta
348980,HCN1,hyperpolarization activated cyclic nucleotide gated potassium channel 1
23345,SYNE1,"spectrin repeat containing, nuclear envelope 1"
4914,NTRK1,"neurotrophic tyrosine kinase, receptor, type 1"
4915,NTRK2,"neurotrophic tyrosine kinase, receptor, type 2"
27443,CECR2,"cat eye syndrome chromosome region, candidate 2"
4916,NTRK3,"neurotrophic tyrosine kinase, receptor, type 3"
4917,NTN3,netrin 3
11069,RAPGEF4,Rap guanine nucleotide exchange factor (GEF) 4
9024,BRSK2,BR serine/threonine kinase 2
832,CAPZB,"capping protein (actin filament) muscle Z-line, beta"
4929,NR4A2,"nuclear receptor subfamily 4, group A, member 2"
23362,PSD3,pleckstrin and Sec7 domain containing 3
11075,STMN2,stathmin 2
23363,OBSL1,obscurin-like 1
836,CASP3,"caspase 3, apoptosis-related cysteine peptidase"
23365,ARHGEF12,Rho guanine nucleotide exchange factor (GEF) 12
2885,GRB2,growth factor receptor-bound protein 2
2889,RAPGEF1,Rap guanine nucleotide exchange factor (GEF) 1
170825,GSX2,GS homeobox 2
729920,ISPD,isoprenoid synthase domain containing
9037,SEMA5A,"sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A"
58190,CTDSP1,"CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 1"
2895,GRID2,"glutamate receptor, ionotropic, delta 2"
2896,GRN,granulin
6993,DYNLT1,"dynein, light chain, Tctex-type 1"
9043,SPAG9,sperm associated antigen 9
23380,SRGAP2,SLIT-ROBO Rho GTPase activating protein 2
80725,SRCIN1,SRC kinase signaling inhibitor 1
2902,GRIN1,"glutamate receptor, ionotropic, N-methyl D-aspartate 1"
9048,ARTN,artemin
80728,ARHGAP39,Rho GTPase activating protein 39
857,CAV1,"caveolin 1, caveolae protein, 22kDa"
2908,NR3C1,"nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)"
861,RUNX1,runt-related transcription factor 1
2909,ARHGAP35,Rho GTPase activating protein 35
11104,KATNA1,katanin p60 (ATPase containing) subunit A 1
864,RUNX3,runt-related transcription factor 3
23394,ADNP,activity-dependent neuroprotector homeobox
23396,PIP5K1C,"phosphatidylinositol-4-phosphate 5-kinase, type I, gamma"
869,CBLN1,cerebellin 1 precursor
4967,OGDH,oxoglutarate (alpha-ketoglutarate) dehydrogenase (lipoamide)
9063,PIAS2,"protein inhibitor of activated STAT, 2"
11113,CIT,citron rho-interacting serine/threonine kinase
7020,TFAP2A,transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)
23405,DICER1,"dicer 1, ribonuclease type III"
4974,OMG,oligodendrocyte myelin glycoprotein
7022,TFAP2C,transcription factor AP-2 gamma (activating enhancer binding protein 2 gamma)
4976,OPA1,optic atrophy 1 (autosomal dominant)
7025,NR2F1,"nuclear receptor subfamily 2, group F, member 1"
4978,OPCML,opioid binding protein/cell adhesion molecule-like
2932,GSK3B,glycogen synthase kinase 3 beta
23413,NCS1,neuronal calcium sensor 1
885,CCK,cholecystokinin
886,CCKAR,cholecystokinin A receptor
4983,OPHN1,oligophrenin 1
11127,KIF3A,kinesin family member 3A
23418,CRB1,"crumbs family member 1, photoreceptor morphogenesis associated"
494470,RNF165,ring finger protein 165
7042,TGFB2,"transforming growth factor, beta 2"
11141,IL1RAPL1,interleukin 1 receptor accessory protein-like 1
7046,TGFBR1,"transforming growth factor, beta receptor 1"
7050,TGIF1,TGFB-induced factor homeobox 1
7053,TGM3,transglutaminase 3
7054,TH,tyrosine hydroxylase
23440,OTP,orthopedia homeobox
7060,THBS4,thrombospondin 4
5015,OTX2,orthodenticle homeobox 2
11166,SOX21,SRY (sex determining region Y)-box 21
7070,THY1,Thy-1 cell surface antigen
84894,LINGO1,leucine rich repeat and Ig domain containing 1
7074,TIAM1,T-cell lymphoma invasion and metastasis 1
5029,P2RY2,"purinergic receptor P2Y, G-protein coupled, 2"
7077,TIMP2,TIMP metallopeptidase inhibitor 2
23462,HEY1,hes-related family bHLH transcription factor with YRPW motif 1
7080,NKX2-1,NK2 homeobox 1
220074,LRTOMT,leucine rich transmembrane and O-methyltransferase domain containing
11178,LZTS1,"leucine zipper, putative tumor suppressor 1"
9131,AIFM1,"apoptosis-inducing factor, mitochondrion-associated, 1"
9138,ARHGEF1,Rho guanine nucleotide exchange factor (GEF) 1
9139,CBFA2T2,"core-binding factor, runt domain, alpha subunit 2; translocated to, 2"
7094,TLN1,talin 1
80823,BHLHB9,"basic helix-loop-helix domain containing, class B, 9"
5048,PAFAH1B1,"platelet-activating factor acetylhydrolase 1b, regulatory subunit 1 (45kDa)"
9148,NEURL1,neuralized E3 ubiquitin protein ligase 1
127933,UHMK1,U2AF homology motif (UHM) kinase 1
7101,NR2E1,"nuclear receptor subfamily 2, group E, member 1"
960,CD44,CD44 molecule (Indian blood group)
54209,TREM2,triggering receptor expressed on myeloid cells 2
5058,PAK1,p21 protein (Cdc42/Rac)-activated kinase 1
11202,KLK8,kallikrein-related peptidase 8
150465,TTL,tubulin tyrosine ligase
23493,HEY2,hes-related family bHLH transcription factor with YRPW motif 2
5062,PAK2,p21 protein (Cdc42/Rac)-activated kinase 2
5063,PAK3,p21 protein (Cdc42/Rac)-activated kinase 3
5064,PALM,paralemmin
11211,FZD10,frizzled class receptor 10
971,CD72,CD72 molecule
285643,KIF4B,kinesin family member 4B
5076,PAX2,paired box 2
5077,PAX3,paired box 3
983,CDK1,cyclin-dependent kinase 1
5080,PAX6,paired box 6
5081,PAX7,paired box 7
23513,SCRIB,scribbled planar cell polarity protein
991,CDC20,cell division cycle 20
5087,PBX1,pre-B-cell leukemia homeobox 1
338917,VSX2,visual system homeobox 2
56288,PARD3,par-3 family cell polarity regulator
5090,PBX3,pre-B-cell leukemia homeobox 3
998,CDC42,cell division cycle 42
999,CDH1,"cadherin 1, type 1, E-cadherin (epithelial)"
7143,TNR,tenascin R
1000,CDH2,"cadherin 2, type 1, N-cadherin (neuronal)"
1002,CDH4,"cadherin 4, type 1, R-cadherin (retinal)"
375790,AGRN,agrin
152559,PAQR3,progestin and adipoQ receptor family member III
1009,CDH11,"cadherin 11, type 2, OB-cadherin (osteoblast)"
9201,DCLK1,doublecortin-like kinase 1
7155,TOP2B,topoisomerase (DNA) II beta 180kDa
23542,MAPK8IP2,mitogen-activated protein kinase 8 interacting protein 2
23543,RBFOX2,"RNA binding protein, fox-1 homolog (C. elegans) 2"
3064,HTT,huntingtin
3065,HDAC1,histone deacetylase 1
7161,TP73,tumor protein p73
3066,HDAC2,histone deacetylase 2
9211,LGI1,"leucine-rich, glioma inactivated 1"
1020,CDK5,cyclin-dependent kinase 5
23550,PSD4,pleckstrin and Sec7 domain containing 4
3073,HEXA,hexosaminidase A (alpha polypeptide)
9218,VAPA,"VAMP (vesicle-associated membrane protein)-associated protein A, 33kDa"
1028,CDKN1C,"cyclin-dependent kinase inhibitor 1C (p57, Kip2)"
23557,SNAPIN,SNAP-associated protein
5127,CDK16,cyclin-dependent kinase 16
3082,HGF,hepatocyte growth factor (hepapoietin A; scatter factor)
3084,NRG1,neuregulin 1
285704,RGMB,repulsive guidance molecule family member b
23566,LPAR3,lysophosphatidic acid receptor 3
3091,HIF1A,"hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)"
60436,TGIF2,TGFB-induced factor homeobox 2
9241,NOG,noggin
5146,PDE6C,"phosphodiesterase 6C, cGMP-specific, cone, alpha prime"
1051,CEBPB,"CCAAT/enhancer binding protein (C/EBP), beta"
9252,RPS6KA5,"ribosomal protein S6 kinase, 90kDa, polypeptide 5"
7204,TRIO,trio Rho guanine nucleotide exchange factor
9253,NUMBL,numb homolog (Drosophila)-like
3110,MNX1,motor neuron and pancreas homeobox 1
1072,CFL1,cofilin 1 (non-muscle)
7220,TRPC1,"transient receptor potential cation channel, subfamily C, member 1"
7222,TRPC3,"transient receptor potential cation channel, subfamily C, member 3"
7223,TRPC4,"transient receptor potential cation channel, subfamily C, member 4"
5176,SERPINF1,"serpin peptidase inhibitor, clade F (alpha-2 antiplasmin, pigment epithelium derived factor), member 1"
7224,TRPC5,"transient receptor potential cation channel, subfamily C, member 5"
7225,TRPC6,"transient receptor potential cation channel, subfamily C, member 6"
392255,GDF6,growth differentiation factor 6
9283,GPR37L1,G protein-coupled receptor 37 like 1
3146,HMGB1,high mobility group box 1
1103,CHAT,choline O-acetyltransferase
11343,MGLL,monoglyceride lipase
11344,TWF2,twinfilin actin binding protein 2
29777,ABT1,activator of basal transcription 1
5205,ATP8B1,"ATPase, aminophospholipid transporter, class I, type 8B, member 1"
54361,WNT4,"wingless-type MMTV integration site family, member 4"
3169,FOXA1,forkhead box A1
3170,FOXA2,forkhead box A2
1123,CHN1,chimerin 1
3171,FOXA3,forkhead box A3
7267,TTC3,tetratricopeptide repeat domain 3
9315,NREP,neuronal regeneration related protein
9318,COPS2,COP9 signalosome subunit 2
23654,PLXNB2,plexin B2
1136,CHRNA3,"cholinergic receptor, nicotinic, alpha 3 (neuronal)"
1141,CHRNB2,"cholinergic receptor, nicotinic, beta 2 (neuronal)"
7287,TULP1,tubby like protein 1
7289,TULP3,tubby like protein 3
3195,TLX1,T-cell leukemia homeobox 1
3196,TLX2,T-cell leukemia homeobox 2
136319,MTPN,myotrophin
3198,HOXA1,homeobox A1
3199,HOXA2,homeobox A2
81029,WNT5B,"wingless-type MMTV integration site family, member 5B"
390275,OR8A1,"olfactory receptor, family 8, subfamily A, member 1"
7305,TYROBP,TYRO protein tyrosine kinase binding protein
9353,SLIT2,slit homolog 2 (Drosophila)
9355,LHX2,LIM homeobox 2
54413,NLGN3,neuroligin 3
1173,AP2M1,"adaptor-related protein complex 2, mu 1 subunit"
5270,SERPINE2,"serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 2"
1175,AP2S1,"adaptor-related protein complex 2, sigma 1 subunit"
3224,HOXC8,homeobox C8
9369,NRXN3,neurexin 3
3226,HOXC10,homeobox C10
58524,DMRT3,doublesex and mab-3 related transcription factor 3
79006,METRN,"meteorin, glial cell differentiation regulator"
3231,HOXD1,homeobox D1
3232,HOXD3,homeobox D3
9378,NRXN1,neurexin 1
54434,SSH1,slingshot protein phosphatase 1
3235,HOXD9,homeobox D9
3236,HOXD10,homeobox D10
1191,CLU,clusterin
7336,UBE2V2,ubiquitin-conjugating enzyme E2 variant 2
257194,NEGR1,neuronal growth regulator 1
64689,GORASP1,"golgi reassembly stacking protein 1, 65kDa"
7345,UCHL1,ubiquitin carboxyl-terminal esterase L1 (ubiquitin thiolesterase)
9394,HS6ST1,heparan sulfate 6-O-sulfotransferase 1
3251,HPRT1,hypoxanthine phosphoribosyltransferase 1
1203,CLN5,"ceroid-lipofuscinosis, neuronal 5"
7349,UCN,urocortin
5306,PITPNA,"phosphatidylinositol transfer protein, alpha"
29882,ANAPC2,anaphase promoting complex subunit 2
1211,CLTA,"clathrin, light chain A"
5308,PITX2,paired-like homeodomain 2
5309,PITX3,paired-like homeodomain 3
25791,NGEF,neuronal guanine nucleotide exchange factor
3265,HRAS,Harvey rat sarcoma viral oncogene homolog
259266,ASPM,"asp (abnormal spindle) homolog, microcephaly associated (Drosophila)"
25794,FSCN2,"fascin actin-bundling protein 2, retinal"
115908,CTHRC1,collagen triple helix repeat containing 1
7368,UGT8,UDP glycosyltransferase 8
3276,PRMT1,protein arginine methyltransferase 1
25806,VAX2,ventral anterior homeobox 2
9423,NTN1,netrin 1
3280,HES1,hes family bHLH transcription factor 1
1234,CCR5,chemokine (C-C motif) receptor 5 (gene/pseudogene)
25814,ATXN10,ataxin 10
5335,PLCG1,"phospholipase C, gamma 1"
23767,FLRT3,fibronectin leucine rich transmembrane protein 3
23768,FLRT2,fibronectin leucine rich transmembrane protein 2
5338,PLD2,phospholipase D2
132320,SCLT1,sodium channel and clathrin linker 1
7399,USH2A,"Usher syndrome 2A (autosomal recessive, mild)"
9448,MAP4K4,mitogen-activated protein kinase kinase kinase kinase 4
7401,CLRN1,clarin 1
5354,PLP1,proteolipid protein 1
23787,MTCH1,mitochondrial carrier 1
1261,CNGA3,cyclic nucleotide gated channel alpha 3
3312,HSPA8,heat shock 70kDa protein 8
7408,VASP,vasodilator-stimulated phosphoprotein
5361,PLXNA1,plexin A1
7410,VAV2,vav 2 guanine nucleotide exchange factor
5362,PLXNA2,plexin A2
1267,CNP,"2',3'-cyclic nucleotide 3' phosphodiesterase"
1268,CNR1,cannabinoid receptor 1 (brain)
5364,PLXNB1,plexin B1
5365,PLXNB3,plexin B3
1270,CNTF,ciliary neurotrophic factor
9463,PICK1,protein interacting with PRKCA 1
1272,CNTN1,contactin 1
3320,HSP90AA1,"heat shock protein 90kDa alpha (cytosolic), class A member 1"
9464,HAND2,heart and neural crest derivatives expressed 2
7422,VEGFA,vascular endothelial growth factor A
3326,HSP90AB1,"heat shock protein 90kDa alpha (cytosolic), class B member 1"
1280,COL2A1,"collagen, type II, alpha 1"
5376,PMP22,peripheral myelin protein 22
148738,HFE2,hemochromatosis type 2 (juvenile)
1281,COL3A1,"collagen, type III, alpha 1"
1282,COL4A1,"collagen, type IV, alpha 1"
9475,ROCK2,"Rho-associated, coiled-coil containing protein kinase 2"
1284,COL4A2,"collagen, type IV, alpha 2"
7428,VHL,"von Hippel-Lindau tumor suppressor, E3 ubiquitin protein ligase"
1285,COL4A3,"collagen, type IV, alpha 3 (Goodpasture antigen)"
25861,DFNB31,"deafness, autosomal recessive 31"
1286,COL4A4,"collagen, type IV, alpha 4"
7430,EZR,ezrin
7431,VIM,vimentin
1287,COL4A5,"collagen, type IV, alpha 5"
9480,ONECUT2,one cut homeobox 2
1289,COL5A1,"collagen, type V, alpha 1"
1290,COL5A2,"collagen, type V, alpha 2"
1291,COL6A1,"collagen, type VI, alpha 1"
1292,COL6A2,"collagen, type VI, alpha 2"
7436,VLDLR,very low density lipoprotein receptor
1293,COL6A3,"collagen, type VI, alpha 3"
54541,DDIT4,DNA-damage-inducible transcript 4
25871,C3orf17,chromosome 3 open reading frame 17
1297,COL9A1,"collagen, type IX, alpha 1"
1298,COL9A2,"collagen, type IX, alpha 2"
1299,COL9A3,"collagen, type IX, alpha 3"
9495,AKAP5,A kinase (PRKA) anchor protein 5
9497,SLC4A7,"solute carrier family 4, sodium bicarbonate cotransporter, member 7"
134430,WDR36,WD repeat domain 36
3363,HTR7,"5-hydroxytryptamine (serotonin) receptor 7, adenylate cyclase-coupled"
54567,DLL4,delta-like 4 (Drosophila)
7465,WEE1,WEE1 G2 checkpoint kinase
29993,PACSIN1,protein kinase C and casein kinase substrate in neurons 1
3371,TNC,tenascin C
7471,WNT1,"wingless-type MMTV integration site family, member 1"
56623,INPP5E,"inositol polyphosphate-5-phosphatase, 72 kDa"
7472,WNT2,wingless-type MMTV integration site family member 2
7473,WNT3,"wingless-type MMTV integration site family, member 3"
7474,WNT5A,"wingless-type MMTV integration site family, member 5A"
120114,FAT3,FAT atypical cadherin 3
7475,WNT6,"wingless-type MMTV integration site family, member 6"
7476,WNT7A,"wingless-type MMTV integration site family, member 7A"
7477,WNT7B,"wingless-type MMTV integration site family, member 7B"
85300,ATCAY,"ataxia, cerebellar, Cayman type"
7478,WNT8A,"wingless-type MMTV integration site family, member 8A"
7479,WNT8B,"wingless-type MMTV integration site family, member 8B"
7480,WNT10B,"wingless-type MMTV integration site family, member 10B"
50488,MINK1,misshapen-like kinase 1
7481,WNT11,"wingless-type MMTV integration site family, member 11"
7482,WNT2B,"wingless-type MMTV integration site family, member 2B"
7483,WNT9A,"wingless-type MMTV integration site family, member 9A"
7484,WNT9B,"wingless-type MMTV integration site family, member 9B"
30012,TLX3,T-cell leukemia homeobox 3
3398,ID2,"inhibitor of DNA binding 2, dominant negative helix-loop-helix protein"
3399,ID3,"inhibitor of DNA binding 3, dominant negative helix-loop-helix protein"
3400,ID4,"inhibitor of DNA binding 4, dominant negative helix-loop-helix protein"
146760,RTN4RL1,reticulon 4 receptor-like 1
64843,ISL2,ISL LIM homeobox 2
50509,COL5A3,"collagen, type V, alpha 3"
5454,POU3F2,POU class 3 homeobox 2
5456,POU3F4,POU class 3 homeobox 4
5457,POU4F1,POU class 4 homeobox 1
5458,POU4F2,POU class 4 homeobox 2
5459,POU4F3,POU class 4 homeobox 3
79191,IRX3,iroquois homeobox 3
5469,MED1,mediator complex subunit 1
163175,LGI4,"leucine-rich repeat LGI family, member 4"
5478,PPIA,peptidylprolyl isomerase A (cyclophilin A)
7529,YWHAB,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, beta"
1385,CREB1,cAMP responsive element binding protein 1
7532,YWHAG,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, gamma"
7533,YWHAH,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, eta"
85358,SHANK3,SH3 and multiple ankyrin repeat domains 3
1400,CRMP1,collapsin response mediator protein 1
1401,CRP,"C-reactive protein, pentraxin-related"
7546,ZIC2,Zic family member 2
1406,CRX,cone-rod homeobox
85377,MICALL1,MICAL-like 1
3458,IFNG,"interferon, gamma"
25987,TSKU,"tsukushi, small leucine rich proteoglycan"
54664,TMEM106B,transmembrane protein 106B
5523,PPP2R3A,"protein phosphatase 2, regulatory subunit B'', alpha"
5526,PPP2R5B,"protein phosphatase 2, regulatory subunit B', beta"
64919,BCL11B,B-cell CLL/lymphoma 11B (zinc finger protein)
3480,IGF1R,insulin-like growth factor 1 receptor
5528,PPP2R5D,"protein phosphatase 2, regulatory subunit B', delta"
128408,BHLHE23,"basic helix-loop-helix family, member e23"
9625,AATK,apoptosis-associated tyrosine kinase
26011,TENM4,teneurin transmembrane protein 4
5532,PPP3CB,"protein phosphatase 3, catalytic subunit, beta isozyme"
9628,RGS6,regulator of G-protein signaling 6
26012,NSMF,NMDA receptor synaptonuclear signaling and neuronal migration factor
85407,NKD1,naked cuticle homolog 1 (Drosophila)
5538,PPT1,palmitoyl-protein thioesterase 1
9637,FEZ2,fasciculation and elongation protein zeta 2 (zygin II)
9638,FEZ1,fasciculation and elongation protein zeta 1 (zygin I)
120237,DBX1,developing brain homeobox 1
1457,CSNK2A1,"casein kinase 2, alpha 1 polypeptide"
1459,CSNK2A2,"casein kinase 2, alpha prime polypeptide"
1460,CSNK2B,"casein kinase 2, beta polypeptide"
3508,IGHMBP2,immunoglobulin mu binding protein 2
26037,SIPA1L1,signal-induced proliferation-associated 1 like 1
343472,BARHL2,BarH-like homeobox 2
26038,CHD5,chromodomain helicase DNA binding protein 5
1463,NCAN,neurocan
26039,SS18L1,synovial sarcoma translocation gene on chromosome 18-like 1
1464,CSPG4,chondroitin sulfate proteoglycan 4
3516,RBPJ,recombination signal binding protein for immunoglobulin kappa J region
140735,DYNLL2,"dynein, light chain, LC8-type 2"
26047,CNTNAP2,contactin associated protein-like 2
85440,DOCK7,dedicator of cytokinesis 7
91584,PLXNA4,plexin A4
26050,SLITRK5,"SLIT and NTRK-like family, member 5"
85442,KNDC1,kinase non-catalytic C-lobe domain (KIND) containing 1
222662,LHFPL5,lipoma HMGIC fusion partner-like 5
1482,NKX2-5,NK2 homeobox 5
5578,PRKCA,"protein kinase C, alpha"
26058,GIGYF2,GRB10 interacting GYF protein 2
388552,BLOC1S3,"biogenesis of lysosomal organelles complex-1, subunit 3"
5584,PRKCI,"protein kinase C, iota"
1489,CTF1,cardiotrophin 1
54738,FEV,FEV (ETS oncogene family)
5587,PRKD1,protein kinase D1
85458,DIXDC1,DIX domain containing 1
5588,PRKCQ,"protein kinase C, theta"
5589,PRKCSH,protein kinase C substrate 80K-H
5590,PRKCZ,"protein kinase C, zeta"
1495,CTNNA1,"catenin (cadherin-associated protein), alpha 1, 102kDa"
1496,CTNNA2,"catenin (cadherin-associated protein), alpha 2"
5592,PRKG1,"protein kinase, cGMP-dependent, type I"
85464,SSH2,slingshot protein phosphatase 2
5594,MAPK1,mitogen-activated protein kinase 1
1499,CTNNB1,"catenin (cadherin-associated protein), beta 1, 88kDa"
5595,MAPK3,mitogen-activated protein kinase 3
3549,IHH,indian hedgehog
9693,RAPGEF2,Rap guanine nucleotide exchange factor (GEF) 2
3551,IKBKB,"inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta"
5599,MAPK8,mitogen-activated protein kinase 8
3553,IL1B,"interleukin 1, beta"
5601,MAPK9,mitogen-activated protein kinase 9
5604,MAP2K1,mitogen-activated protein kinase kinase 1
5605,MAP2K2,mitogen-activated protein kinase kinase 2
3558,IL2,interleukin 2
349667,RTN4RL2,reticulon 4 receptor-like 2
103910,MYL12B,"myosin, light chain 12B, regulatory"
9706,ULK2,unc-51 like autophagy activating kinase 2
388585,HES5,hes family bHLH transcription factor 5
54766,BTG4,B-cell translocation gene 4
3569,IL6,interleukin 6
65009,NDRG4,NDRG family member 4
50674,NEUROG3,neurogenin 3
1523,CUX1,cut-like homeobox 1
5621,PRNP,prion protein
5623,PSPN,persephin
9723,SEMA3E,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3E"
5629,PROX1,prospero homeobox 1
153090,DAB2IP,DAB2 interacting protein
91653,BOC,"BOC cell adhesion associated, oncogene regulated"
3601,IL15RA,"interleukin 15 receptor, alpha"
9745,ZNF536,zinc finger protein 536
5649,RELN,reelin
339479,BRINP3,bone morphogenetic protein/retinoic acid inducible neural-specific 3
5653,KLK6,kallikrein-related peptidase 6
54806,AHI1,Abelson helper integration site 1
9751,SNPH,syntaphilin
3611,ILK,integrin-linked kinase
5662,PSD,pleckstrin and Sec7 domain containing
5663,PSEN1,presenilin 1
65059,RAPH1,Ras association (RalGDS/AF-6) and pleckstrin homology domains 1
26160,IFT172,intraflagellar transport 172
3636,INPPL1,inositol polyphosphate phosphatase-like 1
7732,RNF112,ring finger protein 112
65078,RTN4R,reticulon 4 receptor
126520,PLK5,polo-like kinase 5
3642,INSM1,insulinoma-associated 1
284217,LAMA1,"laminin, alpha 1"
1600,DAB1,"Dab, reelin signal transducer, homolog 1 (Drosophila)"
56896,DPYSL5,dihydropyrimidinase-like 5
1601,DAB2,"Dab, mitogen-responsive phosphoprotein, homolog 2 (Drosophila)"
1605,DAG1,dystroglycan 1 (dystrophin-associated glycoprotein 1)
9798,IST1,increased sodium tolerance 1 homolog (yeast)
1608,DGKG,"diacylglycerol kinase, gamma 90kDa"
24137,KIF4A,kinesin family member 4A
1613,DAPK3,death-associated protein kinase 3
161357,MDGA2,MAM domain containing glycosylphosphatidylinositol anchor 2
1620,BRINP1,bone morphogenetic protein/retinoic acid inducible neural-specific 1
3670,ISL1,ISL LIM homeobox 1
3672,ITGA1,"integrin, alpha 1"
3673,ITGA2,"integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor)"
3674,ITGA2B,"integrin, alpha 2b (platelet glycoprotein IIb of IIb/IIIa complex, antigen CD41)"
3675,ITGA3,"integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor)"
1627,DBN1,drebrin 1
9820,CUL7,cullin 7
431707,LHX8,LIM homeobox 8
1630,DCC,DCC netrin 1 receptor
3678,ITGA5,"integrin, alpha 5 (fibronectin receptor, alpha polypeptide)"
5727,PTCH1,patched 1
3680,ITGA9,"integrin, alpha 9"
5728,PTEN,phosphatase and tensin homolog
83552,MFRP,membrane frizzled-related protein
9826,ARHGEF11,Rho guanine nucleotide exchange factor (GEF) 11
147040,KCTD11,potassium channel tetramerization domain containing 11
3685,ITGAV,"integrin, alpha V"
65125,WNK1,WNK lysine deficient protein kinase 1
261734,NPHP4,nephronophthisis 4
3688,ITGB1,"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)"
1641,DCX,doublecortin
3690,ITGB3,"integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)"
5747,PTK2,protein tyrosine kinase 2
26227,PHGDH,phosphoglycerate dehydrogenase
50804,MYEF2,myelin expression factor 2
5753,PTK6,protein tyrosine kinase 6
3706,ITPKA,inositol-trisphosphate 3-kinase A
5754,PTK7,protein tyrosine kinase 7 (inactive)
56956,LHX9,LIM homeobox 9
7804,LRP8,"low density lipoprotein receptor-related protein 8, apolipoprotein e receptor"
81532,MOB2,MOB kinase activator 2
9855,FARP2,"FERM, RhoGEF and pleckstrin domain protein 2"
9856,KIAA0319,KIAA0319
3714,JAG2,jagged 2
56963,RGMA,repulsive guidance molecule family member a
3717,JAK2,Janus kinase 2
9863,MAGI2,"membrane associated guanylate kinase, WW and PDZ domain containing 2"
81544,GDPD5,glycerophosphodiester phosphodiesterase domain containing 5
3725,JUN,jun proto-oncogene
26257,NKX2-8,NK2 homeobox 8
26258,BLOC1S6,"biogenesis of lysosomal organelles complex-1, subunit 6, pallidin"
56978,PRDM8,PR domain containing 8
3730,ANOS1,anosmin 1
26259,FBXW8,F-box and WD repeat domain containing 8
5781,PTPN11,"protein tyrosine phosphatase, non-receptor type 11"
1687,DFNA5,"deafness, autosomal dominant 5"
7832,BTG2,"BTG family, member 2"
5786,PTPRA,"protein tyrosine phosphatase, receptor type, A"
118427,OLFM3,olfactomedin 3
81565,NDEL1,nudE neurodevelopment protein 1-like 1
5788,PTPRC,"protein tyrosine phosphatase, receptor type, C"
5789,PTPRD,"protein tyrosine phosphatase, receptor type, D"
7840,ALMS1,Alstrom syndrome protein 1
5792,PTPRF,"protein tyrosine phosphatase, receptor type, F"
5793,PTPRG,"protein tyrosine phosphatase, receptor type, G"
9890,LPPR4,lipid phosphate phosphatase-related protein type 4
5796,PTPRK,"protein tyrosine phosphatase, receptor type, K"
9892,SNAP91,"synaptosomal-associated protein, 91kDa"
5797,PTPRM,"protein tyrosine phosphatase, receptor type, M"
5800,PTPRO,"protein tyrosine phosphatase, receptor type, O"
9896,FIG4,FIG4 phosphoinositide 5-phosphatase
26281,FGF20,fibroblast growth factor 20
5803,PTPRZ1,"protein tyrosine phosphatase, receptor-type, Z polypeptide 1"
7852,CXCR4,chemokine (C-X-C motif) receptor 4
50861,STMN3,stathmin-like 3
7855,FZD5,frizzled class receptor 5
50863,NTM,neurotrimin
124590,USH1G,Usher syndrome 1G (autosomal recessive)
54961,SSH3,slingshot protein phosphatase 3
57010,CABP4,calcium binding protein 4
1716,DGUOK,deoxyguanosine kinase
89780,WNT3A,"wingless-type MMTV integration site family, member 3A"
652991,SKOR2,SKI family transcriptional corepressor 2
5818,PVRL1,poliovirus receptor-related 1 (herpesvirus entry mediator C)
374462,PTPRQ,"protein tyrosine phosphatase, receptor type, Q"
